Dice_coefficient,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/n_estimators,config/max_features,config/bootstrap,logdir
0.8272069133514774,1711739205,,False,1,9b12d_00092,2024-03-29_20-06-45,1939.365831375122,1939.365831375122,9228,PrF-NB-PoselHP1,127.0.0.1,1939.365831375122,1,158,sqrt,True,9b12d_00092
0.8271855655394864,1711746573,,False,1,9b12d_00098,2024-03-29_22-09-33,2942.4175057411194,2942.4175057411194,12624,PrF-NB-PoselHP1,127.0.0.1,2942.4175057411194,1,200,sqrt,True,9b12d_00098
0.8271106906183432,1711735891,,False,1,9b12d_00088,2024-03-29_19-11-31,1821.9435288906097,1821.9435288906097,6984,PrF-NB-PoselHP1,127.0.0.1,1821.9435288906097,1,126,log2,True,9b12d_00088
0.8270001552904249,1711734069,,False,1,9b12d_00086,2024-03-29_18-41-09,1849.8153913021088,1849.8153913021088,6984,PrF-NB-PoselHP1,127.0.0.1,1849.8153913021088,1,126,sqrt,True,9b12d_00086
0.8269656055582337,1711749792,,False,1,9b12d_00100,2024-03-29_23-03-12,3219.1854050159454,3219.1854050159454,12624,PrF-NB-PoselHP1,127.0.0.1,3219.1854050159454,1,200,log2,True,9b12d_00100
0.8269382787207795,1711729601,,False,1,9b12d_00080,2024-03-29_17-26-41,1514.8805072307587,1514.8805072307587,10372,PrF-NB-PoselHP1,127.0.0.1,1514.8805072307587,1,100,sqrt,True,9b12d_00080
0.8267211391321969,1711731071,,False,1,9b12d_00082,2024-03-29_17-51-11,1469.577488899231,1469.577488899231,10372,PrF-NB-PoselHP1,127.0.0.1,1469.577488899231,1,100,log2,True,9b12d_00082
0.8265689197997496,1711741304,,False,1,9b12d_00094,2024-03-29_20-41-44,2099.1957528591156,2099.1957528591156,9228,PrF-NB-PoselHP1,127.0.0.1,2099.1957528591156,1,158,log2,True,9b12d_00094
0.8261370736813582,1711727241,,False,1,9b12d_00076,2024-03-29_16-47-21,1242.7660915851593,1242.7660915851593,12624,PrF-NB-PoselHP1,127.0.0.1,1242.7660915851593,1,79,log2,True,9b12d_00076
0.8253861894246777,1711725998,,False,1,9b12d_00074,2024-03-29_16-26-38,1234.6784439086914,1234.6784439086914,12624,PrF-NB-PoselHP1,127.0.0.1,1234.6784439086914,1,79,sqrt,True,9b12d_00074
0.8249668547038276,1711720510,,False,1,9b12d_00062,2024-03-29_14-55-10,991.8531677722931,991.8531677722931,10372,PrF-NB-PoselHP1,127.0.0.1,991.8531677722931,1,50,sqrt,True,9b12d_00062
0.8248700495205326,1711722998,,False,1,9b12d_00068,2024-03-29_15-36-38,1031.885038137436,1031.885038137436,9228,PrF-NB-PoselHP1,127.0.0.1,1031.885038137436,1,63,sqrt,True,9b12d_00068
0.8244060056850425,1711721475,,False,1,9b12d_00064,2024-03-29_15-11-15,964.0039105415344,964.0039105415344,10372,PrF-NB-PoselHP1,127.0.0.1,964.0039105415344,1,50,log2,True,9b12d_00064
0.8243794481247351,1711724020,,False,1,9b12d_00070,2024-03-29_15-53-40,1022.6532635688782,1022.6532635688782,9228,PrF-NB-PoselHP1,127.0.0.1,1022.6532635688782,1,63,log2,True,9b12d_00070
